Rating,Date,Titles,Review,Company
2,31/03/2023,Excessive call queue times,"Our company has recently changed provider to ABC HealthCare and I had a procedure booked in already agreed.  All of the staff at ABC HealthCare were very helpful, understanding and easy deal with ONCE you got through to them.   Based on the amount of time I spent on the phone dealing with the various teams I would estimate no more than 10% of that time was spent talking to one of the very knowledgeable staff. The remaining 90% was spent queuing to get through. On one occasion it took an hour to get through.  This is in comparison to the previous provider who answered in 3-4 rings.",ABC HealthCare
1,28/04/2023,Over 1 hour waiting for them to answer…,"Over 1 hour waiting for them to answer phone   When you do get through, they try as hard as possible not to help you",ABC HealthCare
1,15/02/2023,Disappointing,"Over 60 minutes waiting time on calls, weeks to get a claim number, very frustrating experience. Chat box is simply a robot and doesn't give you what's needed",ABC HealthCare
4,17/04/2023,Overall the service is good,"Overall the service is good, but it always needs a long time to connect the call.",ABC HealthCare
5,02/05/2023,Paid really quickly and so easy to use,Paid really quickly and so easy to use,ABC HealthCare
1,26/07/2023,Password reset doesn't send you a…,Password reset doesn't send you a verification code and everytime I try to login I need to reset my password.,ABC HealthCare
5,07/05/2023,Payment was very swift,Payment was very quick on receipt of my receipts,ABC HealthCare
5,06/06/2023,Payments were made in good order with…,Payments were made in good order with vlear explanation to exemption,ABC HealthCare
5,04/05/2023,Phone answered v quickly,Phone answered v quickly. Responder was courteous and efficient and number for new treatment issued by text within minutes.,ABC HealthCare
5,13/06/2023,Phone call answered promptly,"Phone call answered promptly, no long wait. Operative friendly, helpful and dealt with my enquiry quickly. Gave clear instructions on next steps  Professional customer service at its best",ABC HealthCare
3,01/05/2023,Phone contact wait times are long eg…,Phone contact wait times are long eg 1hr 40mins to 35mins.  Assistance once through however very good.  Have raced phone call vs online chat - latter one won after 40mins.,ABC HealthCare
2,27/06/2023,Deteriorating service,Phone lines always busy.  Difficult to get to the correct person quickly. Service was much better 10 years ago.  far too irrelevant emails.  You are providing health insurance not all the extras ; no wonder premiums are rising so much,ABC HealthCare
1,30/04/2023,Phone lines to ABC HealthCare take a lot longer…,"Phone lines to ABC HealthCare take a lot longer than Cigna our former private provider.  Policy also a lot more complex and difficult to establish what is and is not covered, in lay persons laguage.",ABC HealthCare
2,02/08/2023,Phoned and it took 2calls and 50mins to…,Phoned and it took 2calls and 50mins to get answer,ABC HealthCare
1,29/06/2023,Phoned to make a claim,"Phoned to make a claim , 40 minutes on hold  to get through to someone. Called again to progress my claim ,  An hour on hold to talk to someone, when I did get through they were extremely slow and cut me off .",ABC HealthCare
1,24/04/2023,ABC HealthCare phone contact,"Phoned up on two occasions to have treatment authorised.  Recorded message that lines were exceptionally busy and 60+ minutes wait time both times.  Finally got through by ringing complaint line.  This is not acceptable.  Excuses about labour shortages etc. will not wash.  My dentist and chiropodist can be contacted by phone without a problem, why is this possible for ABC HealthCare too?",ABC HealthCare
1,12/07/2023,Phones are never answered..whether…,"Phones are never answered..whether making a claim or requesting information..staff fail to send documents necessary for renewal, despite repeated requests. I have been a member for 40years and they value my loyalty not one jot..it never used to be as bad as this.",ABC HealthCare
5,28/05/2023,Pleasant friendly staff,Pleasant friendly staff. Easy completion of paperwork. Quick service,ABC HealthCare
2,06/03/2023,Pointless,"Pointless! Whilst the online ABC HealthCare Doctor was very knowledgeable and helpful, ultimately couldn’t help until I visited my NHS Doctor for tests, but very difficult to get an appointment at my local Doctor which is why I wanted to utilise ABC HealthCare",ABC HealthCare
4,29/05/2023,Polite and helpful doctor,Polite and helpful doctor,ABC HealthCare
